"ISBN";"1st-Keyword";"2nd-Keyword";"Book-Author";"Year-of-Publication"
"0060913983";"american";"shoes";"Pauli Murray";"1987"
"0060914068";"medicine";"miracles";"M.D. Bernie S. Siegel";"1988"
"0060914653";"unbearable";"lightness";"Milan Kundera";"1988"
"0060915153";"clockwise?";"clocks";"David Feldman";"1988"
"0060915188";"childhood";"american";"Annie Dillard";"1988"
"0060915455";"pilgrim";"tinker";"Annie Dillard";"1988"
"0060915544";"trees";"bean";"Barbara Kingsolver";"1989"
"006091565X";"relationships";"changing";"Harriet Lerner";"1997"
"0060916338";"perennial";"library";"N. Scott Momaday";"1989"
"006091646X";"relationships";"courageous";"Harriet Lerner";"1990"
"0060916508";"watching";"their";"Zora Neale Hurston";"1990"
"0060917016";"homeland";"stories";"Barbara Kingsolver";"1990"
"0060919655";"solitude";"hundred";"Gabriel Garcia Marquez";"1991"
"0060919833";"selfhealing";"exceptional";"Bernie S. Siegel";"1990"
"0060919884";"writing";"life";"Annie Dillard";"1990"
"0060920076";"affliction";"null";"Russell Banks";"1990"
"0060920084";"continent";"smalltown";"Bill Bryson";"1990"
"0060920114";"imponderables";"everyday";"David Feldman";"1990"
"0060920475";"dove";"null";"Robin L. Graham";"1991"
"0060921056";"letters";"earth";"Mark Twain";"1991"
"0060921145";"animal";"dreams";"Barbara Kingsolver";"1991"
"0060922249";"cultivating";"sacredness";"Thomas Moore";"1994"
"0060922532";"heaven";"pigs";"Barbara Kingsolver";"1994"
"0060922583";"holographic";"universe";"Michael Talbot";"1992"
"0060923245";"hereafter";"tiein";"Russell Banks";"1992"
"006092327X";"penguins";"knees?";"David Feldman";"1992"
"0060923288";"perceptive,";"persistent,";"Mary Sheedy Kurcinka";"1992"
"0060923415";"relfections";"principles";"Marianne Williamson";"1993"
"006092411X";"living";"novel";"Annie Dillard";"1993"
"0060924349";"maybe";"novel";"Armistead Maupin";"1993"
"0060924640";"amp";"chloe";"Jo-Ann Mapson";"1994"
"0060924799";"armistead";"maupin,";"Armistead Maupin";"1994"
"0060924802";"series";"tales";"Armistead Maupin";"1994"
"0060924810";"significant";"series";"Armistead Maupin";"1994"
"0060924837";"babycakes";"series,";"Armistead Maupin";"1994"
"0060924845";"series,";"tales";"Armistead Maupin";"1994"
"0060924926";"further";"series,";"Armistead Maupin";"1994"
"0060924985";"infinite";"novel";"Isabel Allende";"1994"
"0060925000";"suitable";"novel,";"Vikram Seth";"1994"
"0060925493";"feather";"crowns";"Bobbie Ann Mason";"1994"
"0060925752";"mates";"soul";"Thomas Moore";"1994"
"006092585X";"palace";"bingo";"Louise Erdrich";"1995"
"0060926015";"businesswoman";"americas";"Mary Kay Ash";"1994"
"0060926201";"concerning";"louisiana";"Michael Lee West";"1995"
"0060926317";"message";"mutant";"Marlo Morgan";"1995"
"0060926430";"1492present";"peoples";"Howard Zinn";"1995"
"0060927216";"paula";"null";"Isabel Allende";"1996"
"0060927240";"novel,";"rule";"Russell Banks";"1996"
"0060927542";"christmas";"ives";"Oscar Hijuelos";"1996"
"0060927569";"tucson";"essays";"Barbara Kingsolver";"1996"
"0060927860";"atticus";"novel,";"Ron Hansen";"1997"
"0060927941";"americas";"raining";"Judy Sheindlin";"1997"
"0060928336";"sisterhood";"secrets";"Rebecca Wells";"1997"
"0060928360";"burning";"tales";"Louise Erdrich";"1997"
"0060928417";"slowness";"novel";"Milan Kundera";"1997"
"0060928514";"lying";"couch";"Irvin D. Yalom";"1997"
"0060929375";"pilgrim";"novel";"Timothy Findley";"2001"
"0060929383";"showtime";"edition";"Armistead Maupin";"1998"
"0060929510";"greatest";"elephant";"Ralph Helfer";"1998"
"0060929596";"nature";"raised";"John Colapinto";"2001"
"0060929790";"solitude";"hundred";"Gabriel Garcia Marquez";"1998"
"0060929804";"perennial";"classics";"Richard A. Wright";"1998"
"0060929847";"perennial";"classics";"Thornton Wilder";"1998"
"0060929871";"brave";"world";"Aldous Huxley";"1998"
"006092988X";"brooklyn";"grows";"Betty Smith";"1998"
"0060929952";"fortunes";"five";"Beth Gutcheon";"1999"
"0060929979";"inventing";"abbotts";"Sue Miller";"1999"
"0060929995";"love";"for";"Sue Miller";"1999"
"0060930004";"distinguished";"guest";"Sue Miller";"1999"
"0060930187";"perennial";"classics";"Sylvia Plath";"2000"
"0060930284";"loving";"chloe";"Jo-Ann Mapson";"1999"
"0060930535";"poisonwood";"bible";"Barbara Kingsolver";"1999"
"0060930861";"cloudsplitter";"novel";"Russell Banks";"1999"
"006093090X";"listener";"night";"Armistead Maupin";"2001"
"0060930934";"anorexia";"bulimia";"Marya Hornbacher";"1999"
"0060931078";"sisters";"wilder";"Jo-Ann Mapson";"2000"
"0060931213";"dreamland";"null";"Kevin Baker";"2000"
"0060931221";"miracles";"report";"Louise Erdrich";"2002"
"0060931280";"paradise";"queens";"June Park";"2000"
"0060931396";"perennial";"classics";"Pat Frank";"1999"
"006093140X";"perennial";"perennial";"Doris M. Lessing";"1999"
"0060931418";"watching";"their";"Zora Neale Hurston";"1998"
"0060931671";"crying";"the";"Thomas Pynchon";"1999"
"0060931736";"perennial";"classics";"Muriel Spark";"1999"
"0060931809";"changed";"william";"Simon Winchester";"2002"
"0060931914";"sinclairs";"perennial";"Hermann Hesse";"1999"
"0060932139";"unbearable";"perennial";"Milan Kundera";"1999"
"0060932147";"forgetting";"laughter";"Milan Kundera";"1999"
"0060932171";"author";"about";"John Colapinto";"2002"
"0060932678";"perennial";"patriarch";"Gabriel Garcia Marquez";"1999"
"0060932759";"daughter";"fortune";"Isabel Allende";"2000"
"0060932813";"confessions";"waiting";"Debra Ginsberg";"2001"
"0060932902";"genome";"null";"Matt Ridley";"2000"
"0060933267";"ethics";"star";"Judith Barad";"2001"
"0060933429";"paper";"novel";"Scott Spencer";"2004"
"0060934417";"canto";"novel";"Ann Patchett";"2002"
"0060934425";"emancipation";"binding";"Kathryn Harrison";"2001"
"0060934700";"illusions";"mirrors";"Neil Gaiman";"2001"
"0060934719";"stardust";"null";"Neil Gaiman";"2001"
"006093476X";"pleasures";"domestic";"Beth Gutcheon";"2001"
"0060934794";"papillon";"null";"Henri Charriere";"2001"
"0060934905";"romance";"middle";"Joyce Carol Oates";"2002"
"0060934913";"confidential";"adventures";"Anthony Bourdain";"2001"
"0060935235";"savage";"girl";"Alex Shakar";"2002"
"0060935332";"butchers";"singing";"Louise Erdrich";"2004"
"0060935464";"mockingbird";"kill";"Harper Lee";"2002"
"0060936142";"nelsons";"matters";"Michael J. Nelson";"2002"
"0060936231";"mountain";"soul";"Gao Xingjian";"2001"
"0060936363";"portrait";"sepia";"Isabel Allende";"2002"
"0060936460";"motherhood,";"solitude,";"Cathi Hanauer";"2003"
"0060937319";"peoples";"history";"Howard Zinn";"2001"
"0060937742";"country";"young";"Lisa Carey";"2002"
"0060937866";"filmgoing";"odyssey";"Kevin Murphy";"2002"
"0060938080";"memoir";"blood";"Lorna Sage";"2003"
"0060938099";"enemy";"women";"Paulette Jiles";"2003"
"0060938412";"accidental";"virgin";"Valerie Frankel";"2003"
"0060938455";"allamerican";"nation";"Eric Schlosser";"2002"
"0060951303";"espíritus";"casa";"Isabel Allende";"1995"
"0060951311";"cuentos";"luna";"Isabel Allende";"1995"
"0060952520";"simpsons";"complete";"Matt Groening";"1997"
"0060952768";"generation?";"vonnegut,";"Steven R. Boyett";"1998"
"0060952970";"adolescent";"ophelia";"Sara Shandler";"1999"
"0060953020";"pilgrim";"tinker";"Annie Dillard";"1998"
"0060953691";"cucina";"rapture";"Lily Prior";"2001"
"0060953713";"angel";"novel";"Francine Prose";"2001"
"0060955570";"little";"green";"Christopher Buckley";"2000"
"0060955775";"veronika";"decides";"Paulo Coelho";"2001"
"0060956445";"perennial";"classics";"Edward Abbey";"2000"
"0060956860";"perennial";"classics";"Betty Smith";"2000"
"0060957409";"reputation";"growing";"Leora Tanenbaum";"2000"
"0060958014";"coastliners";"novel";"Joanne Harris";"2003"
"0060958022";"quarters";"orange";"Joanne Harris";"2002"
"0060958324";"maintenance";"motorcycle";"Robert M. Pirsig";"2000"
"0060959037";"prodigal";"summer";"Barbara Kingsolver";"2001"
"0060959355";"know";"novel";"Beth Gutcheon";"2001"
"0060961325";"homosexuality";"celluloid";"Vito Russo";"1987"
"0060964049";"series,";"tales";"Armistead Maupin";"1989"
"0060964057";"tales";"more";"Armistead Maupin";"1989"
"0060964065";"further";"tales";"Armistead Maupin";"1989"
"0060965819";"simpsons";"christmas";"Matt Groening";"1990"
"006096975X";"simpsons";"perplexed";"Matt Groening";"1993"
"0060969911";"getorganized";"overworked,";"Pam Young";"1993"
"0060970790";"clinical";"mistook";"Oliver Sacks";"1987"
"0060971479";"novel";"the";"Jeannette Haien";"1988"
"0060972009";"tiger";"moon";"Penelope Lively";"1989"
"0060972084";"emperor";"stories";"Ethan Canin";"1989"
"0060972122";"pittsburgh";"mysteries";"Michael Chabon";"1989"
"0060972459";"tracks";"ri";"Louise Erdrich";"2004"
"0060972777";"memoir";"boys";"Tobias Wolff";"1989"
"0060972920";"getting";"couples";"Harville Hendrix";"1992"
"0060973277";"mambo";"kings";"Oscar Hijuelos";"1990"
"0060973323";"ginger";"tree";"Oswald Wynd";"1990"
"0060973617";"staircase";"down";"Bel Kaufman";"1991"
"0060973684";"awakenings";"null";"Oliver W. Sacks";"1990"
"0060973722";"baseball";"craft";"George F. Will";"1991"
"0060973897";"lakota";"woman";"Dog Mary Crow";"1991"
"0060974486";"immortality";"null";"Milan Kundera";"1992"
"0060974990";"inequalities";"americas";"Jonathan Kozol";"1992"
"0060975008";"variations";"gold";"Richard Powers";"1992"
"0060975504";"nietzsche";"obsession";"Irvin D. Yalom";"1993"
"0060975547";"medicine";"love";"Louise Erdrich";"1993"
"0060975644";"happy";"time";"Laurie Colwin";"1993"
"0060975849";"women";"two";"Velma Wallis";"1994"
"0060975857";"mystery";"ride";"Robert Boswell";"1994"
"0060976241";"fistfight";"ranger";"Sherman Alexie";"1994"
"0060976446";"concubine";"farewell";"Lilian Lee";"1994"
"0060976497";"stupid";"things";"Laura C. Schlessinger";"1995"
"0060976624";"smoking";"thank";"Christopher Buckley";"1995"
"006097673X";"autobiography";"face";"Lucy Grealy";"1995"
"0060976845";"everywhere";"little";"Rebecca Wells";"1996"
"0060976926";"galatea";"novel";"Richard Powers";"1996"
"0060976977";"conscience";"children";"Jonathan Kozol";"1996"
"0060977027";"girls";"the";"Beth Gutcheon";"1996"
"0060977035";"missing";"still";"Beth Gutcheon";"1996"
"0060977108";"physics";"star";"Lawrence M. Krauss";"1996"
"0060977264";"piedra";"river";"Paulo Coelho";"1997"
"0060977337";"downsize";"american";"Michael Moore";"1997"
"0060977477";"perfect";"against";"Sebastian Junger";"1999"
"0060977493";"things";"small";"Arundhati Roy";"1998"
"0060977507";"queen";"novel";"Louise Erdrich";"1998"
"0060977744";"ladies";"crazy";"Michael Lee West";"2000"
"0060981180";"mariette";"ecstasy";"Ron Hansen";"1992"
"0060984333";"american";"novel";"Michael Lee West";"1997"
"0060984422";"foodobsessed";"consuming";"Michael Lee West";"2000"
"0060987049";"microserfs";"null";"Douglas Coupland";"1996"
"0060987103";"wicked";"wicked";"Gregory Maguire";"1996"
"006098726X";"excuses";"nation";"Michael Moore";"2004"
"0060987324";"girlfriend";"coma";"Douglas Coupland";"1999"
"0060987529";"confessions";"stepsister";"Gregory Maguire";"2000"
"0060987561";"know";"this";"Wally Lamb";"1999"
"0060988096";"adventures";"nation";"Michael Moore";"1998"
"006098824X";"getting";"over";"Anna Maxted";"2001"
"0060988258";"running";"heels";"Anna Maxted";"2002"
"0060988649";"lost";"novel";"Gregory Maguire";"2002"
"0060989238";"hunger";"point";"Jillian Medoff";"2002"
"006099486X";"dictionary";"professor";"Simon Winchester";"1999"
"0060995149";"stories";"come";"Amy Bloom";"1994"
"0061000019";"blessing";"leaphorn";"Tony Hillerman";"1990"
"0061000027";"leaphorn";"novels";"Tony Hillerman";"1990"
"0061000035";"novels";"dark";"Tony Hillerman";"1990"
"0061000043";"leaphornjim";"novels";"Tony Hillerman";"1990"
"0061000078";"bathgate";"billy";"E. L. Doctorow";"1991"
"0061000175";"leaphornjim";"skinwalkers";"Tony Hillerman";"1990"
"0061000205";"father";"and";"Peter Maas";"2002"
"0061000280";"wall";"the";"Tony Hillerman";"1990"
"0061000299";"listening";"leaphorn";"Tony Hillerman";"1990"
"0061000671";"decision";"emerald";"Craig Thomas";"1990"
"0061001023";"birthright";"null";"Michael Stewart";"1990"
"0061001058";"spring";"moon";"Bette Bao Lord";"1994"
"0061002747";"express";"murder";"Agatha Christie";"1991"
"0061002860";"ackroyd";"murder";"Agatha Christie";"1991"
"006100345X";"ghostway";"the";"Tony Hillerman";"1992"
"0061003697";"death";"nile";"Agatha Christie";"1992"
"0061006629";"fatherland";"null";"Robert Harris";"1995"
"0061007129";"amp";"kane";"Jeffrey Archer";"1993"
"0061007145";"prodigal";"daughter";"Jeffrey Archer";"1993"
"0061007153";"quiver";"arrows";"Jeffrey Archer";"1993"
"0061007161";"equals";"first";"Jeffrey Archer";"1997"
"006100717X";"twist";"tale";"Jeffrey Archer";"1994"
"0061007226";"exorcist";"the";"William Peter Blatty";"2000"
"0061007595";"fourteen";"obrien";"Oscar Hijuelos";"1994"
"0061008079";"substance";"woman";"Barbara Taylor Bradford";"2004"
"0061008095";"best";"the";"Barbara Taylor Bradford";"1995"
"0061008109";"voice";"heart";"Barbara Taylor Bradford";"1995"
"0061008117";"will";"act";"Barbara Taylor Bradford";"1994"
"0061008737";"house";"next";"Anne Rivers Siddons";"1995"
"0061008753";"courting";"fast";"Barbara Delinsky";"1995"
"0061008893";"saved";"light";"Dannion Brinkley";"1995"
"0061009059";"paperback";"stephanie";"Janet Evanovich";"1995"
"0061009431";"laszlo,";"dracula";"Roderick Anscombe";"1995"
"0061009504";"shinju";"null";"Laura Joh Rowland";"1996"
"0061009881";"hostile";"witness";"William Lashner";"1996"
"0061010251";"paperback";"bloodhound";"Virginia Lanier";"1996"
"0061010650";"foxs";"earth";"Anne Rivers Siddons";"1996"
"0061010707";"relationships";"women";"John Gray";"1996"
"0061010863";"paperback";"bloodhound";"Virginia Lanier";"1997"
"0061010871";"paperback";"bloodhounds";"Virginia Lanier";"1998"
"0061010979";"rekindled";"null";"Barbara Delinsky";"1998"
"0061010995";"moment";"to";"Barbara Delinsky";"1998"
"0061011509";"blind";"spot";"Barbara Shapiro";"1998"
"0061011738";"robbery";"country";"Tony Hillerman";"1997"
"0061012165";"glimmering";"null";"Elizabeth Hand";"1998"
"0061012203";"informant";"the";"James Grippando";"1997"
"0061012289";"secret";"affair";"Barbara Taylor Bradford";"1997"
"0061012351";"vendetta";"revenge";"Jackie Collins";"1997"
"0061012491";"phoenix";"rising";"Kyle Mills";"1998"
"0061012513";"storming";"heaven";"Kyle Mills";"2000"
"0061012882";"second";"sight";"Beth Amos";"1998"
"0061013145";"tears";"moon";"Di Morrissey";"1998"
"0061013315";"commandment";"eleventh";"Jeffrey Archer";"1999"
"0061013412";"paperback";"orchid";"Stuart Woods";"1999"
"0061013420";"realized";"worst";"Stuart Woods";"2000"
"0061013439";"the";"run";"Stuart Woods";"2001"
"006101351X";"perfect";"against";"Sebastian Junger";"1998"
"0061013579";"autobiography";"cash";"Johnny Cash";"1998"
"0061013706";"president?";"shall";"Jeffrey Archer";"1999"
"0061013722";"clairvoyant";"the";"Marian Thurm";"1999"
"0061014095";"cheatin";"heart";"Nancy Bartholomew";"2000"
"0061014176";"under";"lake";"Stuart Woods";"1999"
"006101432X";"every";"makes";"Robin Burcell";"1999"
"0061014591";"terrible";"hours";"Peter Maas";"2000"
"0061014672";"three";"women";"Marge Piercy";"2000"
"0061014788";"pretty";"smart";"Valerie Frankel";"2001"
"0061015075";"sisterhood";"secrets";"Rebecca Wells";"2000"
"0061015628";"paperback";"mysteries";"Shirley Rousseau Murphy";"2002"
"0061015725";"prey";"null";"Michael Crichton";"2003"
"0061020052";"infinity";"beach";"Jack McDevitt";"2001"
"0061020060";"deepsix";"null";"Jack McDevitt";"2002"
"0061020362";"einarinn";"thiefs";"Juliet E. McKenna";"1999"
"0061020397";"paperback";"discworld";"Terry Pratchett";"2000"
"0061020400";"elephant";"discworld";"Terry Pratchett";"2001"
"0061020540";"years";"best";"David G. Hartwell";"2000"
"0061020613";"witches";"abroad";"Terry Pratchett";"2002"
"0061020621";"reaper";"man";"Terry Pratchett";"2002"
"006102063X";"paperback";"discworld";"Terry Pratchett";"2002"
"0061020648";"paperback";"discworld";"Terry Pratchett";"2001"
"0061020656";"paperback";"discworld";"Terry Pratchett";"2001"
"0061020664";"paperback";"discworld";"Terry Pratchett";"2001"
"0061020672";"discworld";"sourcery";"Terry Pratchett";"2001"
"0061020680";"paperback";"discworld";"Terry Pratchett";"2001"
"0061020699";"paperback";"discworld";"Terry Pratchett";"2000"
"0061020702";"paperback";"discworld";"Terry Pratchett";"2000"
"0061020710";"color";"magic";"Terry Pratchett";"2000"
"0061020842";"passions";"secrets";"Tabitha Lenox";"2002"
"0061030015";"section";"rhythm";"Mark Burnell";"2000"
"006103004X";"submarine";"espionage";"Sherry Sontag";"1999"
"006103018X";"coldheart";"canyon";"Clive Barker";"2002"
"0061030201";"disguised";"blessing";"Georgia Bockoven";"2000"
"0061030244";"carpenters";"edition";"Barbara Delinsky";"1999"
"0061030430";"long";"time";"Susan Isaacs";"2002"
"0061030597";"moment";"truth";"Lisa Scottoline";"2001"
"0061030635";"justice";"wild";"Phillip Margolin";"2001"
"0061030643";"associate";"the";"Phillip Margolin";"2002"
"0061030651";"seawolf";"uss";"Patrick Robinson";"2001"
"006103066X";"mutiny";"shark";"Patrick Robinson";"2002"
"006103083X";"week";"zone";"Barry Sears";"2000"
"0061030856";"mysteries";"mystery";"Joanne Pence";"2000"
"006103097X";"paperback";"mysteries";"Lawrence Block";"2002"
"0061030996";"list";"hit";"Lawrence Block";"2002"
"0061031011";"sweatsocks";"day";"Mick Foley";"2000"
"006103102X";"boogies";"murder";"Anne George";"2002"
"0061031070";"moving";"target";"Elizabeth Lowell";"2002"
"0061031089";"running";"scared";"Elizabeth Lowell";"2003"
"0061031097";"suspense";"close";"Peter Robinson";"2004"
"0061031127";"horseman";"bronze";"Paullina Simons";"2002"
"0061031151";"brides";"kimono,";"Sujata Massey";"2002"
"0061031321";"thief";"time";"Terry Pratchett";"2002"
"0061031410";"courting";"trouble";"Lisa Scottoline";"2003"
"0061031429";"vendetta";"defense";"Lisa Scottoline";"2002"
"0061031445";"lessons";"flight";"Patricia Gaffney";"2003"
"0061031534";"reluctant";"suitor";"Kathleen E. Woodiwiss";"2004"
"0061031542";"orange";"crush";"Tim Dorsey";"2002"
"0061031550";"triggerfish";"twist";"Tim Dorsey";"2003"
"0061031569";"absolute";"zero";"Chuck Logan";"2003"
"0061031755";"promise";"kiss";"Stephanie Laurens";"2002"
"0061031844";"shadows";"book";"James Reese";"2002"
"0061031992";"relativity";"theory";"Jacquelyn Mitchard";"2002"
